Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,LinkedIn,Facebook,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Similar Companies,Trend Score (90 Days),Patents Granted,Most Popular Patent Class,Trademarks Registered,Most Popular Trademark Class,Diversity Spotlight
Ingenium,https://www.crunchbase.com/organization/ingenium-20f1,,"Environmental Consulting, Service Industry, Waste Management","Escondido, California, United States","Ingenium is a provider of sustainable waste management solutions and is known for its innovation, accountability.","102,603","Greater San Diego Area, West Coast, Western US",92025,$1M to $10M,Active,2006-01-01,year,,,,,For Profit,https://www.pureingenium.com/,https://www.linkedin.com/company/ingenium_2/,https://www.facebook.com/pureingenium,,(760) 745-8780,"Ingenium is a provider of sustainable waste management solutions and is known for its innovation, accountability, and uncompromising integrity.",,,,,,,,,,,,"Other, Professional Services, Sustainability",,,101-250,1.0,Seed,2021-05-14,375000.0,USD,375000.0,Seed,375000.0,USD,375000.0,Seed,375000.0,USD,375000.0,375000.0,USD,375000.0,Mitesh Nandlaskar,,1.0,1.0,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,0.0,0.0,,10.0,"Transport, packaging and storing",
Homepal,https://www.crunchbase.com/organization/homepal,,"Advertising, Asset Management, Internet, Real Estate","Monza, Lombardia, Italy","Homepal, a digital real estate agency, allows owners and buyers to make direct contact and independently organize visits to the house.","102,701","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.homepal.it/,https://www.linkedin.com/company/homepal-it,https://www.facebook.com/homepal.it/,,,"Homepal, a digital real estate agency, allows owners and buyers to make direct contact and independently organize visits to the house. It is also a site to buy, sell, and rent a house with the full support of a real estate agency, at low costs. The team of the Homepal RE real estate agency will then help in managing the negotiations and the contracts. It was founded in 2015 and is headquartered in Italy.",,,,,,,,,,,,"Advertising, Financial Services, Internet Services, Real Estate, Sales and Marketing",3.0,"Andrea Lacalamita, Fabio Marra, Monica Regazzi",51-100,5.0,,2021-10-29,,,,Secondary Market,2700000.0,EUR,3275371.0,Equity Crowdfunding,8600000.0,EUR,9925373.0,8600000.0,EUR,9925373.0,"BPER Banca, Boost Heroes, Growth Engine, Fabio Mondini de Focatiis, Davide Serra",1.0,5.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,-0.7,,,,,
WAPI,https://www.crunchbase.com/organization/wapi-74dc,,"E-Commerce, Logistics, Marketplace","Tallinn, Harjumaa, Estonia",Our business is a logistics IT Platform that is used by ecommerce sellers for goods storage and parcel delivery in all European countries.,"104,447","European Union (EU), Europe, Middle East, and Africa (EMEA)",12915,,Active,2019-04-19,day,,,,,For Profit,https://www.wapi.com,https://www.linkedin.com/company/wapi-courier,https://www.facebook.com/WAPIcourier,oa@wapi.com,,WAPI - next -generation e-commerce fulfillment platform in Europe already covering all EU countries. We build UBER for European ecoms sellers. WAPI integrates EU warehouses and courier services and provides ecom marketplace and omni-channel sellers with a simple platform to optimally warehouse and ship their inventory.,,,,,,,,,,,,"Commerce and Shopping, Transportation",2.0,"Alex Fridman, Oleg Aingorn",11-50,2.0,Early Stage Venture,2020-12-01,,,,Series A,,,,Series A,600000.0,EUR,677250.0,600000.0,EUR,677250.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.0,2.4,0.0,,2.0,Scientific and electric apparatus and instruments,
minicabit,https://www.crunchbase.com/organization/minicabit,,"E-Commerce, Marketplace, Price Comparison, Transportation, Travel","London, England, United Kingdom",Smart marketplace to connect customers & business with all types of cab service providers of today and those in the mobility future,"105,147","Europe, Middle East, and Africa (EMEA)",EC1A 9ET,$1M to $10M,Active,2010-01-01,year,,,,,For Profit,http://www.minicabit.com,http://www.linkedin.com/company/minicabit,http://www.facebook.com/minicabit,info@minicabit.com,,"minicabit is the smart marketplace to connect consumers & businesses with all types of cab service providers of today and those in the mobility future, from zero emissions vehicles to robotaxis. We are now the UK's largest cab comparison website, enabling you to compare quotes from currently over 800 Cab Operators in over 550 towns & cities, to book on our website, app or partner channels such as Expedia, Heathrow Airport, Stansted Airport and other major brands. Our tech enables cab fleets to optimise their price, reach and quality, unlocking trips that wouldn't otherwise have been taken.",,,,,,,,,,,,"Commerce and Shopping, Transportation, Travel and Tourism",1.0,Amer Hasan,11-50,6.0,Seed,2016-12-23,20000.0,GBP,24556.0,Seed,20000.0,GBP,24556.0,Seed,1902894.0,GBP,2945990.0,1902894.0,GBP,2945990.0,"Wayra, Oakley Capital, Seedrs, Salica, Wayra UK",2.0,6.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,-0.7,0.0,,3.0,Scientific and electric apparatus and instruments,
Smith Tech,https://www.crunchbase.com/organization/regal-technologies-3625,,Gaming,"Lewes, Delaware, United States",games,"106,393","East Coast, Southern US",19958,,Active,2019-01-01,year,,,,,For Profit,,,,support@smithtech.com,,Fun for games and players,,,,,,,,,,,,Gaming,3.0,"anil khan, Anil Khan, shane black",11-50,2.0,Seed,2021-01-03,2000000.0,USD,2000000.0,Seed,2000000.0,USD,2000000.0,Seed,2250000.0,USD,2250000.0,2250000.0,USD,2250000.0,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.0,-0.4,,,,,
Vaim,https://www.crunchbase.com/organization/vaim,,"Biotechnology, Life Science, Medical","Okchon, Ch'ungch'ong-bukto, South Korea",Vaim is a a filler specialist that utilizes biocompatible and biodegradable polymer technology to produce human tissues.,"107,479",Asia-Pacific (APAC),,,Active,2014-01-01,year,,,,,For Profit,https://vaim.co.kr/,https://www.linkedin.com/company/vaim-inc/,,vaim_co@vaim.co.kr,+82 043 731-6456,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,51-100,1.0,,2024-01-03,20000000000.0,KRW,15274868.0,Venture - Series Unknown,20000000000.0,KRW,15274868.0,Venture - Series Unknown,20000000000.0,KRW,15274868.0,20000000000.0,KRW,15274868.0,Evermount Capital Management,1.0,1.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,7.2,7.0,Medical Or Veterinary Science; Hygiene,13.0,Medical apparatus and instruments,
Hyris,https://www.crunchbase.com/organization/hyris,,"Biotechnology, Life Science","London, England, United Kingdom",Hyris is offers an integrated platform for decentralized nucleic acid testing Products.,"108,043","Europe, Middle East, and Africa (EMEA)",EC3V 9DF,$1M to $10M,Active,2014-01-01,day,,,,,For Profit,https://www.hyris.net/,https://www.linkedin.com/company/hyris-ltd,https://www.facebook.com/hyrisltd,office@hyris.net,+44.2039361227,"Hyris offers its partners and clients a disruptive platform that enables genetic testing of biological samples in any setting, at any time, with real time access to results on its dedicated cloud based software platform.",,,,,,,,,,,,"Biotechnology, Science and Engineering",2.0,"Alberto Amati, Stefano Lo Priore",11-50,1.0,Early Stage Venture,2020-05-27,2500000.0,EUR,2754123.0,Series A,2500000.0,EUR,2754123.0,Series A,2500000.0,EUR,2754123.0,2500000.0,EUR,2754123.0,"Astanor Ventures, Pi Campus",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,9.0,1.1,4.0,,0.0,,
Bonfire,https://www.crunchbase.com/organization/bonfire-funds,,"Apparel, Crowdfunding, E-Commerce, Non Profit, Peer to Peer, Printing","Richmond, Virginia, United States",Design and and sell custom apparel online,"109,039","East Coast, Southern US",,$10M to $50M,Active,2012-01-04,day,,,,,For Profit,https://www.bonfire.com/,https://www.linkedin.com/company/bonfire-funds-inc,https://www.facebook.com/bonfire,support@bonfire.com,,"Bonfire is a design and technology company specializing in custom apparel. We help people sell shirts online, fundraise for a good cause, or simply order custom printed products direct.",,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Content and Publishing, Financial Services, Media and Entertainment, Other, Social Impact",1.0,Brian Marks,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,11.0,5.4,0.0,,3.0,Insurance; financial affairs,
Canax,https://www.crunchbase.com/organization/canax,,"Biotechnology, Cannabis, Health Care, Medical, Pharmaceutical","Milan, Lombardia, Italy","biotech company specialized on CO2 supercritical extraction of Cannabis, CBD and natural active substances","109,952","European Union (EU), Europe, Middle East, and Africa (EMEA)",20159,,Active,2019-04-19,day,,,,,For Profit,https://canax.com/,https://it.linkedin.com/company/canax,https://www.facebook.com/canaxgroup,info@canax.com,+390282197615,"CO2 extraction specialist, to accelerate and support the world's transition from synthetic therapy into Cannabis derived pharmaceutical solution, and the integration of Cannabis, Hemp, and other plant derived extracts into the day-to-day life.",,,,,,,,,,,,"Biotechnology, Community and Lifestyle, Food and Beverage, Health Care, Science and Engineering",1.0,Fabrizio Faion,1-10,2.0,Seed,2022-03-16,1250000.0,EUR,1377711.0,Debt Financing,1250000.0,EUR,1484882.0,Seed,1250000.0,EUR,1484882.0,2500000.0,EUR,2862593.0,,,,1.0,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,-0.1,0.0,,5.0,"Pharmaceutical, veterinary and sanitary products",
Overnight,https://www.crunchbase.com/organization/overnight-46ce,,"Cryptocurrency, Financial Services, Online Portals","San Francisco, California, United States",Overnight is a cryptocurrency startup.,"110,866","San Francisco Bay Area, West Coast, Western US",,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://overnight.fi/,https://www.linkedin.com/company/overnightfi,,,,"Overnight Finance is a protocol for asset management that provides passive yield products based on delta-neutral strategies to conservative stablecoin investors. It creates a profitable stablecoin USD+ that is backed by a conservative DeFi portfolio and is focused on maximum liquidity and avoiding losses even on a one-day horizon. The USD+ token can be exchanged for USDC at the owner's request, which is positioned as a secured asset with a reserve in the form of short-term US Treasuries and fiat currencies.",,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Payments, Software",,,11-50,1.0,Seed,2022-02-15,850000.0,USD,850000.0,Pre-Seed,850000.0,USD,850000.0,Pre-Seed,850000.0,USD,850000.0,850000.0,USD,850000.0,"Hack VC, FJ Labs, Polygon US, Ryan Selkis, Paul Holland",1.0,5.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,0.0,,,,,
Rimborsiamo,https://www.crunchbase.com/organization/rimborsiamo,,"Advertising Platforms, Legal, Legal Tech","Milan, Lombardia, Italy","Rimborsoiamo is a customer service organization that focuses on the creation, administration, and development of digital leads.","112,703","European Union (EU), Europe, Middle East, and Africa (EMEA)",20146,,Active,2019-01-01,year,,,,,For Profit,https://www.rimborsiamo.com,https://www.linkedin.com/company/rimborsiamo,,info@rimborsiamo.com,+39 3517161990,"Rimborsoiamo is a customer service organization that focuses on the creation, administration, and development of digital leads. Offering comprehensive solutions for each stage of the customer lifecycle, the primary focus is on reimbursements, appeals, and compensations.",,,,,,,,,,,,"Advertising, Professional Services",1.0,Filippo Carditello,1-10,3.0,Seed,2024-08-01,200000.0,EUR,215730.0,Seed,200000.0,EUR,215730.0,Seed,240000.0,EUR,261006.0,381000.0,EUR,408056.0,"Invitalia, Accelerator",1.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,10.0,0.0,,,,,
Neuranix,https://www.crunchbase.com/organization/neuranix,,"Health Care, Health Diagnostics, Medical","Naples, Campania, Italy",Neuranix is a health care diagnosis company that offers vet-wave and med-wave services.,"113,416","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://neuranix.com,https://www.linkedin.com/company/neuranix,https://www.facebook.com/neuranix,,39 081 7352505,"Neuranix develops, manufactures, and markets innovative devices for the diagnosis of ear diseases in the medical and veterinary fields. They own several patents in the audiological field. They create products based on the analysis of the acoustic characteristics of the eardrum and middle ear measured over a broad spectrum of frequencies. They support the diagnosis and monitor the therapy of middle ear pathologies.",,,,,,,,,,,,Health Care,1.0,Filip Moens,11-50,1.0,,2022-06-01,2100000.0,EUR,2236772.0,Venture - Series Unknown,2100000.0,EUR,2236772.0,Venture - Series Unknown,2100000.0,EUR,2236772.0,2100000.0,EUR,2236772.0,"CDP Venture Capital, CDP Equity",,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8.0,0.0,2.0,Medical Or Veterinary Science; Hygiene,2.0,Medical apparatus and instruments,
Recornea,https://www.crunchbase.com/organization/recornea,,"Health Care, Medical Device, Therapeutics","Udine, Friuli-Venezia Giulia, Italy",Recornea is a developer of a corneal medical device to restore the physiological curvature of the cornea.,"115,072","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2019-01-01,year,,,,,For Profit,https://www.recornea.com/,https://www.linkedin.com/company/recornea-pte-ltd/,,info@recornea.com,,Recornea is a developer of a corneal medical device to restore the physiological curvature of the cornea with clear and predictable clinical outcomes.,,,,,,,,,,,,Health Care,,,1-10,2.0,,2024-06-25,150000.0,EUR,160641.0,Venture - Series Unknown,150000.0,EUR,160641.0,Venture - Series Unknown,190641.0,USD,190641.0,190641.0,USD,190641.0,"Health Wildcatters, Scientifica Venture Capital",2.0,2.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.0,0.4,0.0,,1.0,Medical apparatus and instruments,
Ipervox,https://www.crunchbase.com/organization/ipervox-com,,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing, SaaS, Virtual Assistant","Padova, Veneto, Italy",Value:Voice Tech Conversational AI Platform - Connect with your customers everywhere,"115,899","European Union (EU), Europe, Middle East, and Africa (EMEA)",35131,Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://ipervox.com,https://www.linkedin.com/company/ipervox,https://www.facebook.com/ipervox,info@ipervox.com,+39 05271280280,"Voice is the future, because it is the most natural, simple and time-saving way to communicate. So, people won’t need anymore a phone to shop, consume contents or interact with their favourite brands. While in the old display world users are accustomed to interacting with brands through their websites and mobile applications, in the voice world they can do so through voice applications. So that any company can implement its own voice application to allow its users to interact to obtain information, news, access services, make purchases. To achieve this goal and growth the “voice” market, Ipervox breaks down entry barriers for companies on voice platforms. We are creators, entrepreneurs and experts who believe in the freedom that voice technologies can give us. The freedom to be anywhere and anytime.",,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2.0,"Armand Sheshori, Juxhin Radhima",11-50,3.0,Seed,2020-10-01,460000.0,USD,460000.0,Pre-Seed,460000.0,USD,460000.0,Pre-Seed,460000.0,USD,460000.0,460000.0,USD,460000.0,"CDP Venture Capital, LVenture Group, Uplift",1.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,1.8,,,,,
Enging,https://www.crunchbase.com/organization/enging-make-solutions,,"Information Services, Internet of Things, Predictive Analytics","Lagares, Viseu, Portugal",Enging provides smart online monitoring solutions based on predictive maintenance for industrial electrical machines.,"116,077","European Union (EU), Europe, Middle East, and Africa (EMEA)",3405-155,Less than $1M,Active,2012-01-01,year,,,,,For Profit,http://enging.pt/,https://www.linkedin.com/company/enging---make-solutions/,https://www.facebook.com/Enging,geral@enging.pt,+351 913 887 000,"Enging provides smart online monitoring solutions based on predictive maintenance for industrial electrical machines. The continuous working of Enging provides a paradigm shift in the maintenance industry, enabling the management of these assets to be done in a much more economical, efficient and simple manner. Enging was founded in 2011 and is based in Coimbra, Portugal.",,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Software",1.0,Marco Ferreira,11-50,2.0,Seed,2019-01-30,1110000.0,EUR,1274889.0,Seed,1110000.0,EUR,1274889.0,Seed,1110000.0,EUR,1274889.0,1110000.0,EUR,1274889.0,"Bynd Venture Capital, EDP Ventures, United Utilities Innovation Lab",2.0,3.0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.0,-0.2,0.0,,5.0,Scientific and electric apparatus and instruments,
