Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Lead Investments,Number of Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,Delisted Date,Delisted Date Precision,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Reasoned Art,https://www.crunchbase.com/organization/reasoned-art,,"Art, Blockchain","Genova, Liguria, Italy",Reasoned Art is the Italian gallery dedicated to CryptoArt.,"85,552","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.reasonedart.com/,,https://www.linkedin.com/company/reasonedart/about/,,,"Reasoned Art is the Italian gallery dedicated to CryptoArt.  it selects the best digital artists worldwide, curates physical and virtual exhibitions, and certifies the authenticity of works allowing their sale through NFT.",,,,,,,,,,,,"Blockchain and Cryptocurrency, Media and Entertainment, Other",2,"Andrea Marec, Giulio Bozzo",11-50,2,Seed,2023-05-03,1400000,EUR,1549590,Seed,1400000,EUR,1549590,Seed,1710000,EUR,1908400,1710000,EUR,1908400,"B Heroes, Woori Technology Investment, Urania, LVenture Group, MetaVenture Holding",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.7,6,,,,
GlaucoT,https://www.crunchbase.com/organization/glaucot,,"Health Care, Manufacturing, Medical","Sariyer, Istanbul, Turkey",GlaucoT is a medical company that offers eyecare solutions through linking technological and scientific research with needs of the patients.,"86,098","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",,Less than $1M,Active,2019-01-04,day,,,,,For Profit,https://www.glaucot.com,,https://www.linkedin.com/company/glaucot,info@glaucot.com,+90 212-982-22-66,"GlaucoT offers eye care solutions through linking technological and scientific research with the needs of the patients. The company's wearable device is smart glasses that provide gamma rhythm stimulation without requiring any medicine or any type of surgical operation. Patients will wear smart glasses for one hour per day at home in comfort. GlaucoT was founded in 2019 and is based in Esenler, Istanbul.",,,,,,,,,,,,"Health Care, Manufacturing",3,"Abdulkadir OduncuC, Alperen Acemoglu, Veysel Özkapıcı",1-10,5,,2025-03-13,,,,Venture - Series Unknown,,,,Venture - Series Unknown,191125,USD,191125,191125,USD,191125,"Alesta Yatırım, Geometry Venture Development, Hackquarters, Katalist, Erol Teberoğl",,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.1,6,,,,
Loquis,https://www.crunchbase.com/organization/loquis,,Podcast,"Rome, Lazio, Italy",Loquis is a local audio platform for travelers.,"86,187","European Union (EU), Europe, Middle East, and Africa (EMEA)",00176,$1M to $10M,Active,2017-12-21,day,,,,,For Profit,http://www.loquis.com,https://www.facebook.com/loquisapp/,https://www.linkedin.com/company/loquisproject,info@loquis.com,,Loquis is a travel podcasting platform to listen to and discover the world through geo-localized podcasts. They provide an audio podcast platform for travelers on public transport. They also provide podcasts for people while walking and driving.,,,,,,,,,,,,"Media and Entertainment, Music and Audio",1,Bruno Pellegrini,1-10,2,,2024-05-06,3780000,EUR,4071249,Venture - Series Unknown,3780000,EUR,4071249,Venture - Series Unknown,4780000,EUR,5164799,4780000,EUR,5164799,"CDP Venture Capital, P101, Pi Campus, Innova Venture",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,1,0,3,,Scientific and electric apparatus and instruments
CreationDose,https://www.crunchbase.com/organization/creationdose,,"Advertising, Artificial Intelligence (AI), Content Creators, Content Marketing, Digital Media, Marketing Automation, Software","Catania, Sicilia, Italy",CreationDose offers value to new generations by developing hybrid digital strategies.,"86,277","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2018-02-13,day,,,,,For Profit,https://creationdose.com,https://facebook.com/CreationDose,https://linkedin.com/company/creationdose,hello@creationdose.com,+39 0956768540,"CreationDose crafts engaging campaigns and videos that amplify brand awareness and foster engagement through our Creator Communities.  Specializing in technology products, social media content, and creator engagement tailored for new generations, we are at the forefront of digital strategy.  Established in 2018, our headquarters are located in Catania and Milan, Italy CreationDose concentrates on technological services and products, social media content, and creators communities. They include bringing marketing, communication, technology, design, community, and business projects to life. CreationDose was founded in 2018 and was headquartered in Catania, Italy.",,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",3,"Alessandro La Rosa, Antonio Puleo, Raffaele Barone",51-100,5,,2022-12-01,250000,EUR,263188,Convertible Note,750000,EUR,782182,Equity Crowdfunding,1269000,EUR,1375527,1519000,EUR,1638715,"Intesa Sanpaolo, Fondo Rilancio Startup",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,5,0,9,,Advertising; business
Orangogo,https://www.crunchbase.com/organization/sport-grand-tour,,"Artificial Intelligence (AI), Digital Marketing, SaaS, Sports","Turin, Piemonte, Italy",Orangogo allows you to discover your talent,"86,771","European Union (EU), Europe, Middle East, and Africa (EMEA)",10129,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.orangogo.it,https://www.facebook.com/orangogo.it/,https://www.linkedin.com/company/orangogo/,info@orangogo.it,,"Orangogo is the booking platform vertical on sport. We innovate sport choice thanks to digital technologies and artificial intelligence. We sell Saas and Marketing services to sportclubs,  while highly providing profiled marketing campaigns towards corporates.",,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Sales and Marketing, Science and Engineering, Software, Sports",1,Giulia Pettinau,11-50,5,Seed,2021-12-31,1500000,EUR,1706093,Seed,1500000,EUR,1706093,Seed,2850000,EUR,3248478,2850000,EUR,3248478,"Boost Heroes, Banca Patrimoni Sella & C., SocialFare",1,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.8,5,0,1,,Education; entertainment
Biorsaf,https://www.crunchbase.com/organization/biorsaf,,"Cloud Computing, Information Technology, Mobile Apps, Software","Castell'azzara, Toscana, Italy",Biorsaf is an IT company that develops mobile apps and web control panels to assist companies to bring efficiency to their operations.,"86,804","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2021-01-01,year,,,,,For Profit,https://biorsaf.it,,https://www.linkedin.com/company/biorsaf-srl/,,+39-0564951455,,,,,,,,,,,,,"Apps, Information Technology, Internet Services, Mobile, Software",2,"Fosco Tosti, Stephen D'Alessandro",11-50,1,,2025-03-13,1400000,EUR,1519684,Venture - Series Unknown,1400000,EUR,1519684,Venture - Series Unknown,1400000,EUR,1519684,1400000,EUR,1519684,"Maia Ventures, Farming Future",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.4,10,,,,
Collegia,https://www.crunchbase.com/organization/collegia,,"Bookkeeping and Payroll, Finance, Financial Services","Oxford, Oxfordshire, United Kingdom",One-Stop Shop for Payroll and Auto-Enrolment Pensions,"87,161","Europe, Middle East, and Africa (EMEA)",OX2 0JB,Less than $1M,Active,2018-12-17,day,,,,,For Profit,https://www.collegia.co.uk,https://www.facebook.com/Collegia-100367391746104/,https://www.linkedin.com/company/collegia-pensions,hello@collegia.co.uk,+44 01865 416076,"Collegia FreePayroll is a comprehensive payroll and Auto-Enrolment pension platform designed for UK SMEs, offering seamless integration of payroll processing and pension management through the award-winning Collegia pension. It automates PAYE, National Insurance, and real-time reporting to HMRC, ensuring compliance with Auto-Enrolment laws by enrolling eligible employees and managing their pension contributions. The Collegia app provides employees with a self-service portal to easily manage and combine multiple pension pots. The platform stands out with its commitment to sustainability, directing pension investments to companies highly rated for their Environmental, Social, and Governance (ESG) credentials, ensuring that your business supports ethical and responsible investing.",,,,,,,,,,,,Financial Services,2,"Eduardo Chazan, Riccardo Gasparini",11-50,4,Seed,2024-04-02,300000,GBP,377283,Seed,300000,GBP,377283,Seed,1261000,GBP,1663523,1261000,GBP,1663523,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,10,,,,
IN-HOUSE,https://www.crunchbase.com/organization/in-house-apparel,,"Apparel, E-Commerce, Fashion, Marketplace","New York, New York, United States","IN-HOUSE is a next-generation online marketplace for fashion to search, discover, and shop apparel brands.","87,983","Greater New York Area, East Coast, Northeastern US",10019,$1M to $10M,Active,2019-10-18,day,,,,,For Profit,http://www.shopinhouse.com,https://www.facebook.com/theinhouseinc,https://www.linkedin.com/company/inhouseinc,tucker@shopinhouse.com,203-803-8459,"IN-HOUSE is a next-generation online marketplace for fashion to search, discover, and shop apparel brands. The company was founded in 2019 and is headquartered in New York, United States.",,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design",3,"Maz Obuz, Rob Lubin, Tucker Radecki",11-50,3,Seed,2022-01-01,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,2213000,USD,2213000,2213000,USD,2213000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,9,0,1,,Scientific and electric apparatus and instruments
RENTUU,https://www.crunchbase.com/organization/rentuu,,Rental,"London, England, United Kingdom",Cloud-based technology platform and franchise network for the multi-billion pound sterling equipment hire industry.,"88,008","Europe, Middle East, and Africa (EMEA)",N51XL,$1M to $10M,Active,2017-09-04,day,,,,,For Profit,https://www.rentuu.com/,https://www.facebook.com/rentuulondon/?ref=br_rs,https://www.linkedin.com/company/13191289/,info@rentuu.com,0333 939 8074,"Rentuu has been featured for the last 3 years in a row in the UK's Top 100 UK Start-Ups List, and operates a global, fast-growing, cloud-based technology platform and franchise network for the multi-billion pound sterling equipment hire industry. We’re a venture capital backed technology start-up backed by Sir Stelios Haji-Ioannou (founder of easyJet) and other institutional investors with the exclusive rights to the easyHire brand in a number of countries, including the UK, EU, Switzerland, South Africa, and Dubai to facilitate equipment rental for construction and party equipment.",,,,,,,,,,,,Commerce and Shopping,2,"Andrea Guzzoni, Dennis Helderman",11-50,4,Seed,2022-05-15,2600000,GBP,3186841,Seed,2600000,GBP,3186841,Seed,4557576,GBP,5698927,4557576,GBP,5698927,"Pi Labs, Boost Heroes, Michael Bristow",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,5,0,1,,Advertising; business
Comehome,https://www.crunchbase.com/organization/comehome-4a38,,"Communities, Events, Marketing, Social Network","Milano, Lombardia, Italy",Comehome is a digital platform that connects people in real life.,"88,163","European Union (EU), Europe, Middle East, and Africa (EMEA)",20143,Less than $1M,Active,2017-01-01,year,,,,,For Profit,https://comehome.fun/,,https://www.linkedin.com/company/comehomeapp/about/,michele@comehome.fun,+393489806482,"Comehome is a digital platform that allows people to make new friends easily and share common interests through the organization or participation at private events. We are a community of people that share the same values of open-mindedness and unconditional love, living authentic experiences together, and feeling at home wherever we are. An easy, fun, and safe way to meet new people.",,,,,,,,,,,,"Community and Lifestyle, Events, Internet Services, Media and Entertainment, Sales and Marketing",2,"Daniele Chierchia, Michele Cesario",11-50,6,,2022-11-11,900000,EUR,933435,Equity Crowdfunding,900000,EUR,933435,Equity Crowdfunding,1740000,EUR,1890279,1940000,EUR,2134023,"Italian Angels for Growth, ALIcrowd, The Startup Training, TechItalia:Lab",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,6,0,1,,Advertising; business
HiNelson,https://www.crunchbase.com/organization/hinelson,,"E-Commerce, E-Commerce Platforms, Sporting Goods","Milano, Lombardia, Italy",HiNelson an Italian-based online store for nautical accessories.,"89,134","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2017-01-13,day,,,,,For Profit,https://www.hinelson.com,https://www.facebook.com/hinelsondotcom/,https://www.linkedin.com/company/15240710/,marcello@hinelson.com,+39 02 40031117,"HiNelson an Italian-based online store for nautical accessories.  HiNelson is the first nautical online store about high-level boating components. They select the best and successful brands in the nautical worldwide market, such as Veleria San Giorgio to guarantee maritime safety with their life jackets, moving through Polyform’s boat fenders for yacht protection, or the best anchoring and docking system by Lofrans’, Max Power and Quick and finishing with the most famous Plastimo’s compasses or and Bartomarine sail’s accessories.",,,,,,,,,,,,"Commerce and Shopping, Internet Services, Sports",2,"Marcello Labruna, Raffaele Edoardo Dayan",11-50,4,,2022-12-21,2000000,EUR,2121611,Equity Crowdfunding,2000000,EUR,2121611,Equity Crowdfunding,3380000,EUR,3733614,3380000,EUR,3733614,"Azimut Holding, Growth Engine, Moffu Labs, Giovanni Gardelli, Fabio Mondini de Focatiis",1,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,2,0,3,,Advertising; business
Unblur,https://www.crunchbase.com/organization/unblur,,"Artificial Intelligence (AI), Computer, Information Technology, Software","Barcelona, Catalonia, Spain",Unblur develops an AI software for public emergency services.,"89,338","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,http://unblur.co,https://www.facebook.com/Unblurco,https://www.linkedin.com/company/unblur,,,"Unblur develops an AI software for public emergency services such as firefighters, civil Protection and police. It offers a platform called IRIS, a modular SaaS platform specifically tailored for an incident commander. Unblur was founded in 2015 and is headquartered in Barcelona, Spain.",,,,,,,,,,,,"Artificial Intelligence (AI), Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",2,"Alfonso Zamarro, Jordi Guasch",11-50,4,Seed,2022-03-02,700000,EUR,777840,Seed,700000,EUR,777840,Seed,700000,EUR,777840,3125500,EUR,3428080,"European Innovation Council, Public, CASTIVENTURES, S.L.",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,7,0,1,,Scientific and technological services
Voltaire,https://www.crunchbase.com/organization/voltaire-ca3f,,"Fitness, Wellness","Paris, Ile-de-France, France","Voltaire develops and markets electric bikes with a vintage look, designed to meet the demands of everyday urban use.","90,272","European Union (EU), Europe, Middle East, and Africa (EMEA)",75017,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://voltaire.bike/en/,https://www.facebook.com/cycles.voltaire,https://www.linkedin.com/company/voltairebike,salut@voltaire.bike,,"Voltaire develops and markets electric bikes with a vintage look, designed to meet the demands of everyday urban use. Designed in Paris and assembled in France, the first examples were delivered to customers in April 2021. In 18 months, the brand has carved out a place for itself in this competitive market by achieving its ambitious goals and delivering an exceptional customer experience. 🇬🇧🇺🇸 Voltaire is a Parisian brand, that designs and sells vintage style ebikes for urban commuters, developed with a strong focus on theft protection & everyday usability. In 18 months, the brand has made a name for itself in this competitive market by achieving its ambitious goals and delivering an exceptional customer experience.",,,,,,,,,,,,"Health Care, Sports",,,11-50,1,Seed,2022-08-31,5000000,EUR,5019083,Seed,5000000,EUR,5019083,Seed,5000000,EUR,5019083,5000000,EUR,5019083,EWO Capital,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.7,8,,,,
