Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Contact Email,Phone Number,Full Description,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Diversity Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
NIB biotec,https://www.crunchbase.com/organization/nib-biotec,,"Health Diagnostics, Medical Device","Turin, Piemonte, Italy",NIB biotec is an in vitro diagnostic company.,"614,080","European Union (EU), Europe, Middle East, and Africa (EMEA)",10135,,Active,2017-01-01,year,,,,,For Profit,https://www.nibbiotec.com,https://www.facebook.com/nibbiotec,https://www.linkedin.com/company/nib-biotec,,,"NIB biotec identifies the combination of molecules differently expressed in the urine of healthy subjects and patients with prostate cancer at first diagnosis. They provide ScreeNIB tests, MRI, and invasive tests, such as prostate biopsy services. The  ScreeNIB test evaluates the presence of two molecules in the urine and returns a probability of having prostate cancer and therefore the need to carry out more in-depth diagnostic tests.",,,,,,,,,,,,Health Care,1,Sergio Occhipinti,1-10,1,Seed,2020-04-07,,,,Seed,,,,Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.7,8,2,0,Testing,
myHealthbox,https://www.crunchbase.com/organization/myhealthbox,,"Health Care, mHealth","Milan, Lombardia, Italy",The healthcare search engine with official information on medicines and healthcare products,"614,117","European Union (EU), Europe, Middle East, and Africa (EMEA)",20141,$1M to $10M,Active,2010-02-01,day,,,,,For Profit,https://www.myhealthbox.eu,http://www.facebook.com/myhealthbox,http://www.linkedin.com/company/myhealthbox,info@myhealthbox.eu,+39 02 3954 2540,myHealthbox is the largest source of information on medicines and healthcare products.,,,,,,,,,,,,"Health Care, Mobile",1,Roberto Lattuada,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.3,4,,,,
Yaliyomo,https://www.crunchbase.com/organization/yaliyomo,,"Blockchain, Content Marketing, Software","Cologne, Nordrhein-Westfalen, Germany",Yaliyomo is a block chain content management platform.,"625,535","European Union (EU), Europe, Middle East, and Africa (EMEA)",50678,,Active,2016-01-01,year,,,,,For Profit,https://yaliyomo.net,https://www.facebook.com/YaliyomoGmbH/,https://www.linkedin.com/company/yaliyomo/,info@yaliyomo.net,+49 221 716 185 0,"Yaliyomo is a content management platform. They offer industry knowledge and content management experience, with regional and global reach, tailored services, and flexible program offerings.",,,,,,,,,,,,"Blockchain and Cryptocurrency, Other, Sales and Marketing, Software",2,"Björn Bayard, Nihat Arkan",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.6,8,,,,
AVAT,https://www.crunchbase.com/organization/avat,,"Energy, Energy Management, Industrial, Manufacturing","Tübingen, Baden-Wurttemberg, Germany",AVAT manufactures large gas engines and plants along with supplies control and energy systems that offers energy management services.,"632,937","European Union (EU), Europe, Middle East, and Africa (EMEA)",72072,$10M to $50M,Active,1988-01-01,year,,,,,For Profit,https://avat.de,https://www.facebook.com/AVAT.Automation,https://www.linkedin.com/company/avat-automation-gmbh/,avat@avat.de,+49 70-719-7350,,,,,,,,,,,,,"Energy, Manufacturing",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,13,,,,
WizKey,https://www.crunchbase.com/organization/wizkey,,"Financial Services, FinTech, Information Technology","Milano, Lombardia, Italy",WizKey is a blockchain-based platform that delivers an end-to-end solution covering the entire value chain of credit.,"651,941","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,Active,2018-08-01,month,,,,,For Profit,https://www.wizkey.io,https://www.facebook.com/thewizkeysolution,https://www.linkedin.com/company/thewizkeysolution,info@wizkey.io,39-02-3653-1544,,,,,,,,,,,,,"Financial Services, Information Technology",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,2,0,1,,Advertising; business
Witty Inc.,https://www.crunchbase.com/organization/wittycircle,,"Collaboration, Communities, Consumer Software, Social Network","San Francisco, California, United States",Witty is an online network for the entrepreneurs.,"657,679","San Francisco Bay Area, West Coast, Western US",94110,$1M to $10M,Active,2015-11-01,month,,,,,For Profit,https://wittycircle.com,https://facebook.com/wittycircle,https://www.linkedin.com/company/wittycircle/about/,,,"Witty is an online network for the entrepreneurs that showcases idea, project, and startup from around the world.",,,,,,,,,,,,"Community and Lifestyle, Internet Services, Other, Software",3,"Jay Ho, Olivier Hamelin, Quentin Verriere",1-10,1,Seed,2016-12-20,,,,Angel,,,,Angel,,,,,,,"The Refiners, Off the Grid Ventures, Wharton Alumni Angels, Ben Orthlieb, David Mes",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,4,,,,
Transactiva,https://www.crunchbase.com/organization/transactiva,,"Agriculture, Biotechnology, Farming","Udine, Friuli-Venezia Giulia, Italy",Transactiva is a biotech company.,"664,221","European Union (EU), Europe, Middle East, and Africa (EMEA)",33100,$1M to $10M,Active,2001-01-01,year,,,,,For Profit,https://www.transactiva.it,,https://www.linkedin.com/company/transactiva/,info@transactiva.it,+39 043 262 9745,"Transactiva is a micro-enterprise operating in the biotechnology sector. They offer a research and development center for complex pharmaceutical molecules, such as biopharmaceuticals or biological drugs, whose production is impossible by chemical synthesis and requires an application.",,,,,,,,,,,,"Agriculture and Farming, Biotechnology, Science and Engineering",1,Bruno Bembi,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.1,11,4,2,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Chemical substances
Cube Controls,https://www.crunchbase.com/organization/cube-controls,,"Consumer Electronics, Gaming, Manufacturing, Racing, Simulation","Sassari, Sardegna, Italy", Simracing steering wheels design and manufacturing,"664,727","European Union (EU), Europe, Middle East, and Africa (EMEA)",07100,,Active,2016-01-01,year,,,,,For Profit,https://cubecontrols.com,https://www.facebook.com/cubecontrolswheels/,https://www.linkedin.com/company/cube-controls,hello@cubecontrols.com,,"Cube Controls is an Italian high-tech startup specialized in the production of Sim Racing steering wheels for Formula and GT cars.  It builds the best in class products for design, beauty, top-notch materials and outstanding engineering. Featured with the finest quality components and materials, Cube Controls’ steering wheels offer a tactile precision and superior ergonomics with the aim to satisfy even the most demanding sim racer lovers.",,,,,,,,,,,,"Consumer Electronics, Gaming, Hardware, Manufacturing, Software, Sports",2,"Fabio Roberto Sotgiu, Massimo Cubeddu",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.6,3,,,,
BioSyntex,https://www.crunchbase.com/organization/biosyntex,,"Agriculture, Biotechnology, Sustainability","Imola, Emilia-Romagna, Italy","BioSyntex offers technology, products, and services for the cultivation of photosynthetic microorganisms to research centers and institutes.","669,165","European Union (EU), Europe, Middle East, and Africa (EMEA)",40026,Less than $1M,Active,2018-01-01,year,,,,,For Profit,https://www.biosyntex.com/,,https://www.linkedin.com/company/biosyntex/?originalSubdomain=it,info@biosyntex.it,+39 0542 73 01 34,,,,,,,,,,,,,"Agriculture and Farming, Biotechnology, Science and Engineering, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.5,4,2,0,Lighting,Chemical substances
Ageing Tech,https://www.crunchbase.com/organization/ageing-tech,,"Health Care, Information Technology, Medical","Rome, Lazio, Italy","Ageing Tech is a digital project that offers telemedicine, a digital health coach, and frame tech to humanize care and assistance.","671,594","European Union (EU), Europe, Middle East, and Africa (EMEA)",00197,,Active,2018-09-21,day,,,,,For Profit,https://www.ageingtech.it/,,,ageingtech@pec.it,,,,,,,,,,,,,,"Health Care, Information Technology",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7,11,,,,
Nuvap,https://www.crunchbase.com/organization/nuvap,,"Environmental Engineering, Information Technology, Manufacturing, Smart Home","Navacchio, Toscana, Italy",Nuvap designs and manufactures innovative devices for indoor air pollution monitoring.,"675,741","European Union (EU), Europe, Middle East, and Africa (EMEA)",56021,$1M to $10M,Active,2013-01-01,year,,,,,For Profit,https://www.nuvap.com/it/,https://www.facebook.com/nuvap,https://www.linkedin.com/company/nuvap,info@nuvap.com,,"Nuvap is the first worldwide company specialized in production of devices monitoring indoor pollution and environmental parameters. Nuvap gives to its customers a simple and convenient service of problem solving. The pollutants discovered by its devices can be mitigated with specific solvers, in order to protect the health of people in their homes and offices. Nuvap’s devices for simultaneous monitoring of pollution are connected to our platform and network. All data are available via Mobile App and Cloud Platform.",,,,,,,,,,,,"Consumer Electronics, Information Technology, Manufacturing, Real Estate, Science and Engineering, Sustainability",1,Alberto Del Vecchio,1-10,1,Seed,2017-11-01,,,,Seed,,,,Seed,,,,,,,iStarter,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,6,2,1,Testing,Scientific and electric apparatus and instruments
PonyU,https://www.crunchbase.com/organization/ponyu,,"Apps, Delivery, E-Commerce, Internet, Last Mile Transportation, Logistics, Same Day Delivery","Napoli, Campania, Italy",PonyU is an on-demand urban delivery service.,"680,368","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,Closed,2015-07-01,month,,,2024-06-01,month,For Profit,http://ponyu.it/,https://www.facebook.com/PonyUit/,https://www.linkedin.com/company/ponyu,info@ponyu.it,,"PonyU is an urban express delivery service that allows anyone to become a pony and earn in their spare time performing shipments; at the same time gives to those in need of an expedition a simple, economical and fast. The algorithm for the distribution of shipments allows to shorten journeys by over a third, always finding the nearest pony at the withdrawal point.",,,,,,,,,,,,"Administrative Services, Apps, Commerce and Shopping, Internet Services, Software, Transportation",1,Luigi Strino,11-50,2,Seed,2021-08-01,,,,Seed,,,,Seed,,,,,,,"PranaVentures, H-FARM",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.5,25,,,,
XLaw,https://www.crunchbase.com/organization/xlaw,,"Artificial Intelligence (AI), Computer, Legal Tech, Machine Learning, Retail Technology, Software","London, England, United Kingdom",Artificial Intelligence powered litigation ecosystem,"680,933","Europe, Middle East, and Africa (EMEA)",,Less than $1M,Active,,,,,,,For Profit,https://www.xlaw.tech,,https://www.linkedin.com/company/xlawtech,team@xlaw.tech,,"AI powered litigation ecosystem. Litigation funders, law firms, legal insurers, litigants and institutional investors use XLaw market leading solutions.",,,,,,,,,,,,"Artificial Intelligence (AI), Commerce and Shopping, Consumer Electronics, Data and Analytics, Hardware, Professional Services, Science and Engineering, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.6,4,,,,
Biosyn,https://www.crunchbase.com/organization/biosyn,,"Biotechnology, Medical, Pharmaceutical","Carlsbad, California, United States",Biosyn Corporation is a pharmaceutical and biotech company established in California.,"684,481","Greater San Diego Area, West Coast, Western US",92008,$10M to $50M,Active,1995-01-01,year,,,,,For Profit,http://biosyncorp.com,,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.5,3,,,,
ReGenFix,https://www.crunchbase.com/organization/regenfix,,,,ReGenFix procedure is much more than just an “on place cleaning” of your columns.,"690,268",,,,Active,,,,,,,For Profit,https://www.regenfix.eu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,8,,,,,
Wellbeing,https://www.crunchbase.com/organization/wellbeing,,Shopping,,"Wellbeing focuses on health, self-care, and lifestyle solutions to enhance physical and mental wellness.","693,576",,,Less than $1M,Active,,,,,,,For Profit,http://www.wellbeingstar.com,,http://www.linkedin.com/company/wellbeing,star@wellbeingstar.com,,"Wellbeing focuses on health, self-care, and lifestyle solutions to enhance physical and mental wellness.",,,,,,,,,,,,Commerce and Shopping,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1.3,8,,,,
Heremos,https://www.crunchbase.com/organization/heremos,,Health Care,"Rome, Lazio, Italy",Heremos is a wearable health monitoring system.,"697,118","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2018-01-01,year,,,,,For Profit,https://www.heremos.com/copia-di-home,,https://www.linkedin.com/company/heremos/,info@heremos.com,+39 366 4037665,"HEREMOS is a wearable health monitoring system that enables continuous, real-time detection, storage, and interpretation of vital physiologic parameters. As delivery of health care continues to focus on wellness solutions beyond healthcare facilities, their technology brings the comprehensive monitoring found in hospital rooms to the comfort of one’s home. HEREMOS empowers patients, and caregivers alike, with seamless health surveillance that fits into their daily activities and lifestyle.",,,,,,,,,,,,Health Care,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.1,4,,,,
Relaxis,https://www.crunchbase.com/organization/sensory-medical,,"Biotechnology, Health Care, Health Diagnostics, Life Science, Medical, Medical Device","San Clemente, California, United States",Relaxis develops medical device treatments for patients with restless legs syndrome.,"697,168","Greater Los Angeles Area, West Coast, Western US",92673,$1M to $10M,Active,2009-01-01,year,,,,,For Profit,http://myrelaxis.com,https://www.facebook.com/MyRelaxis,,info@myrelaxis.com,(949)492-0550,"Relaxis develops medical device treatments for patients with restless legs syndrome. It improves the quality of sleep in patients with primary RLS through the use of vibratory counterstimulation. The company uses vibration to overwhelm the unpleasant RLS sensations by stimulating the nerves in the legs with real sensory signals. It has the “First in Class” - and only - device that is “indicated to improve the quality of sleep in patients with primary Restless Legs Syndrome (RLS) through the use of vibratory counterstimulation” as stated by the U.S. Food and Drug Administration. “First In Class” means it’s the very first medical device (vs. drug treatment) to improve the quality of sleep for sufferers of RLS. Sensory Medical was formed in 2009 after is CEO, Fred Burbank, M.D., began to experience symptoms of RLS. Dr. Burbank found relief from his RLS symptoms by getting out of bed, standing, and walking. Although his symptoms were gone, the physical act of standing or walking left him wide awake.  Dr. Burbank postulated that a device providing counterstimulation, while in bed, would relieve his symptom and allow him to quickly return to sleep. We developed a series of test devices that allowed him to remain in bed while relieving his symptoms. This initial success with Dr. Burbank led to the development of the Symphony™ pad and completion of two clinical studies with 158 patients and resulted in FDA clearance to market the Relaxis™ Pad.",,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Fred Burbank,1-10,6,Late Stage Venture,2015-01-14,1500000,USD,1500000,Debt Financing,1500000,USD,1500000,Series C,9000000,USD,9000000,10500000,USD,10500000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.7,18,1,2,Medical Or Veterinary Science; Hygiene,Medical apparatus and instruments
